,Artist,Birth,Death,Acquisition
64,Raimund Abraham,1933,2010,1980
65,Roger C. Ferri,1949,1991,1980
67,Roger C. Ferri,1949,1991,1980
69,Roger C. Ferri,1949,1991,1980
70,Michael Graves,1934,2015,1980
71,Michael Graves,1934,2015,1980
72,Michael Graves,1934,2015,1980
73,Michael Graves,1934,2015,1980
111,Paolo Soleri,1919,2013,1966
132,Paul Rudolph,1918,1997,1989
134,Paul Rudolph,1918,1997,1989
136,Paul Rudolph,1918,1997,1989
143,Zaha Hadid,1950,2016,1992
151,Raimund Abraham,1933,2010,1995
188,R. Buckminster Fuller,1895,1983,1978
190,R. Buckminster Fuller,1895,1983,1978
210,Roberto Burle Marx,1909,1994,1954
226,Raimund Abraham,1933,2010,1965
227,Raimund Abraham,1933,2010,1965
228,Kenneth Snelson,1927,2016,1965
241,Raimund Abraham,1933,2010,1996
248,Raimund Abraham,1933,2010,1993
267,Zaha Hadid,1950,2016,1996
268,Zaha Hadid,1950,2016,1996
269,Zaha Hadid,1950,2016,1996
270,Zaha Hadid,1950,2016,1996
271,Zaha Hadid,1950,2016,1996
272,Zaha Hadid,1950,2016,1996
273,Zaha Hadid,1950,2016,1996
274,Zaha Hadid,1950,2016,1996
275,Zaha Hadid,1950,2016,1996
276,Zaha Hadid,1950,2016,1996
277,Zaha Hadid,1950,2016,1996
278,Zaha Hadid,1950,2016,1996
279,Zaha Hadid,1950,2016,1996
280,Zaha Hadid,1950,2016,1996
281,Zaha Hadid,1950,2016,1996
282,Zaha Hadid,1950,2016,1996
283,Zaha Hadid,1950,2016,1996
284,Zaha Hadid,1950,2016,1996
285,Zaha Hadid,1950,2016,1996
286,Zaha Hadid,1950,2016,1996
287,Zaha Hadid,1950,2016,1996
288,Louis I. Kahn,1901,1974,1967
290,Ludwig Mies van der Rohe,1886,1969,1966
291,Louis I. Kahn,1901,1974,1967
292,Louis I. Kahn,1901,1974,1967
294,Louis I. Kahn,1901,1974,1967
296,Louis I. Kahn,1901,1974,1967
298,Louis I. Kahn,1901,1974,1967
300,Louis I. Kahn,1901,1974,1967
301,Louis I. Kahn,1901,1974,1967
302,Louis I. Kahn,1901,1974,1967
303,Louis I. Kahn,1901,1974,1967
304,Louis I. Kahn,1901,1974,1967
305,Raimund Abraham,1933,2010,1994
306,Louis I. Kahn,1901,1974,1967
308,Louis I. Kahn,1901,1974,1967
310,Louis I. Kahn,1901,1974,1967
311,Jason Crum,1935,2004,1969
313,Louis I. Kahn,1901,1974,1967
314,Jason Crum,1935,2004,1969
316,Louis I. Kahn,1901,1974,1967
317,Jason Crum,1935,2004,1969
319,Louis I. Kahn,1901,1974,1967
320,Konrad Wachsmann,1901,1980,1969
322,Louis I. Kahn,1901,1974,1967
324,Louis I. Kahn,1901,1974,1967
325,Louis I. Kahn,1901,1974,1967
329,Louis I. Kahn,1901,1974,1967
332,Louis I. Kahn,1901,1974,1967
336,Louis I. Kahn,1901,1974,1967
340,Louis I. Kahn,1901,1974,1967
342,Hans Hollein,1934,2014,1994
344,Louis I. Kahn,1901,1974,1967
348,Louis I. Kahn,1901,1974,1967
351,Louis I. Kahn,1901,1974,1967
354,Louis I. Kahn,1901,1974,1967
358,Louis I. Kahn,1901,1974,1967
364,Louis I. Kahn,1901,1974,1964
365,Louis I. Kahn,1901,1974,1967
368,Louis I. Kahn,1901,1974,1964
369,Louis I. Kahn,1901,1974,1967
372,Louis I. Kahn,1901,1974,1964
373,Louis I. Kahn,1901,1974,1967
377,Louis I. Kahn,1901,1974,1964
378,Louis I. Kahn,1901,1974,1967
382,Louis I. Kahn,1901,1974,1964
383,Louis I. Kahn,1901,1974,1967
384,James Stirling,1926,1992,1982
387,Louis I. Kahn,1901,1974,1964
388,Louis I. Kahn,1901,1974,1967
389,James Stirling,1926,1992,1982
391,Paul Rudolph,1918,1997,1996
392,Louis I. Kahn,1901,1974,1964
393,Louis I. Kahn,1901,1974,1967
394,James Stirling,1926,1992,1982
397,Louis I. Kahn,1901,1974,1964
398,Louis I. Kahn,1901,1974,1967
399,James Stirling,1926,1992,1982
401,Louis I. Kahn,1901,1974,1964
402,Louis I. Kahn,1901,1974,1967
403,James Stirling,1926,1992,1982
406,Louis I. Kahn,1901,1974,1964
407,Louis I. Kahn,1901,1974,1967
408,James Stirling,1926,1992,1982
411,Louis I. Kahn,1901,1974,1964
412,Louis I. Kahn,1901,1974,1967
414,Louis I. Kahn,1901,1974,1964
415,Louis I. Kahn,1901,1974,1967
417,Louis I. Kahn,1901,1974,1964
418,Louis I. Kahn,1901,1974,1967
420,Louis I. Kahn,1901,1974,1964
421,Louis I. Kahn,1901,1974,1967
423,Louis I. Kahn,1901,1974,1964
424,Louis I. Kahn,1901,1974,1967
426,Louis I. Kahn,1901,1974,1964
427,Louis I. Kahn,1901,1974,1967
429,Louis I. Kahn,1901,1974,1964
430,Louis I. Kahn,1901,1974,1967
432,Louis I. Kahn,1901,1974,1964
433,Louis I. Kahn,1901,1974,1967
434,Paul Rudolph,1918,1997,1985
435,Louis I. Kahn,1901,1974,1964
436,Louis I. Kahn,1901,1974,1967
437,Paul Rudolph,1918,1997,1985
438,Louis I. Kahn,1901,1974,1964
439,Louis I. Kahn,1901,1974,1967
440,Paul Rudolph,1918,1997,1985
441,Louis I. Kahn,1901,1974,1964
442,Louis I. Kahn,1901,1974,1967
443,Paul Rudolph,1918,1997,1985
444,Louis I. Kahn,1901,1974,1964
445,Louis I. Kahn,1901,1974,1967
446,Louis I. Kahn,1901,1974,1964
447,Louis I. Kahn,1901,1974,1967
448,Louis I. Kahn,1901,1974,1964
449,Louis I. Kahn,1901,1974,1967
450,Louis I. Kahn,1901,1974,1964
451,Louis I. Kahn,1901,1974,1967
452,Louis I. Kahn,1901,1974,1964
453,Louis I. Kahn,1901,1974,1967
454,Louis I. Kahn,1901,1974,1964
455,Louis I. Kahn,1901,1974,1967
456,Louis I. Kahn,1901,1974,1964
457,Louis I. Kahn,1901,1974,1967
458,Louis I. Kahn,1901,1974,1964
459,Louis I. Kahn,1901,1974,1967
460,Louis I. Kahn,1901,1974,1964
461,Louis I. Kahn,1901,1974,1967
462,Louis I. Kahn,1901,1974,1964
463,Louis I. Kahn,1901,1974,1967
464,Louis I. Kahn,1901,1974,1964
465,Louis I. Kahn,1901,1974,1967
466,Louis I. Kahn,1901,1974,1964
467,Louis I. Kahn,1901,1974,1967
468,Louis I. Kahn,1901,1974,1964
469,Louis I. Kahn,1901,1974,1967
470,Louis I. Kahn,1901,1974,1964
471,Louis I. Kahn,1901,1974,1967
472,Louis I. Kahn,1901,1974,1964
473,Louis I. Kahn,1901,1974,1967
474,Louis I. Kahn,1901,1974,1964
475,Louis I. Kahn,1901,1974,1967
476,Oscar Nitzchke,1900,1991,1976
477,Oscar Nitzchke,1900,1991,1976
478,Oscar Nitzchke,1900,1991,1976
479,Oscar Nitzchke,1900,1991,1976
480,Oscar Nitzchke,1900,1991,1976
481,Oscar Nitzchke,1900,1991,1976
482,Oscar Nitzchke,1900,1991,1976
483,Oscar Nitzchke,1900,1991,1976
484,Oscar Nitzchke,1900,1991,1976
485,Oscar Nitzchke,1900,1991,1976
486,Oscar Nitzchke,1900,1991,1976
487,Louis I. Kahn,1901,1974,1967
488,Edward Larrabee Barnes,1915,2004,1992
489,Louis I. Kahn,1901,1974,1967
490,Louis I. Kahn,1901,1974,1967
491,Kisho Kurokawa,1934,2007,1992
492,Louis I. Kahn,1901,1974,1967
493,Kisho Kurokawa,1934,2007,1992
494,Louis I. Kahn,1901,1974,1967
496,Louis I. Kahn,1901,1974,1967
498,Louis I. Kahn,1901,1974,1967
500,Hans Hollein,1934,2014,1967
502,Hans Hollein,1934,2014,1967
504,Hans Hollein,1934,2014,1967
506,Hans Hollein,1934,2014,1967
508,Hans Hollein,1934,2014,1967
510,Hans Hollein,1934,2014,1967
512,Hans Hollein,1934,2014,1967
514,Hans Hollein,1934,2014,1967
521,Ludwig Mies van der Rohe,1886,1969,1964
523,Ludwig Mies van der Rohe,1886,1969,1964
546,Hans Hollein,1934,2014,1963
547,Hans Hollein,1934,2014,1963
548,Walter Pichler,1936,2012,1963
549,Walter Pichler,1936,2012,1963
550,Walter Pichler,1936,2012,1963
551,Walter Pichler,1936,2012,1963
552,Ludwig Mies van der Rohe,1886,1969,1963
553,Ludwig Mies van der Rohe,1886,1969,1963
557,John Hejduk,1929,2000,1980
558,John Hejduk,1929,2000,1980
559,John Hejduk,1929,2000,1980
560,Ludwig Mies van der Rohe,1886,1969,1963
561,Ludwig Mies van der Rohe,1886,1969,1963
562,Ludwig Mies van der Rohe,1886,1969,1963
563,Ludwig Mies van der Rohe,1886,1969,1963
564,Ludwig Mies van der Rohe,1886,1969,1963
565,Ludwig Mies van der Rohe,1886,1969,1963
566,Ludwig Mies van der Rohe,1886,1969,1963
567,Ludwig Mies van der Rohe,1886,1969,1963
568,Ludwig Mies van der Rohe,1886,1969,1963
569,Ludwig Mies van der Rohe,1886,1969,1963
570,Ludwig Mies van der Rohe,1886,1969,1963
571,Ludwig Mies van der Rohe,1886,1969,1963
572,Ludwig Mies van der Rohe,1886,1969,1963
573,Ludwig Mies van der Rohe,1886,1969,1963
574,Ludwig Mies van der Rohe,1886,1969,1963
575,Ludwig Mies van der Rohe,1886,1969,1963
576,Ludwig Mies van der Rohe,1886,1969,1963
577,Ludwig Mies van der Rohe,1886,1969,1963
578,Ludwig Mies van der Rohe,1886,1969,1963
579,Ludwig Mies van der Rohe,1886,1969,1963
580,Ludwig Mies van der Rohe,1886,1969,1963
581,Ludwig Mies van der Rohe,1886,1969,1963
582,Ludwig Mies van der Rohe,1886,1969,1963
583,Ludwig Mies van der Rohe,1886,1969,1963
584,Ludwig Mies van der Rohe,1886,1969,1963
585,Ludwig Mies van der Rohe,1886,1969,1963
586,Ludwig Mies van der Rohe,1886,1969,1963
587,Ludwig Mies van der Rohe,1886,1969,1963
588,Ludwig Mies van der Rohe,1886,1969,1963
589,Ludwig Mies van der Rohe,1886,1969,1963
590,Ludwig Mies van der Rohe,1886,1969,1963
591,Ludwig Mies van der Rohe,1886,1969,1963
592,Ludwig Mies van der Rohe,1886,1969,1963
593,Ludwig Mies van der Rohe,1886,1969,1963
594,Ludwig Mies van der Rohe,1886,1969,1963
595,Ludwig Mies van der Rohe,1886,1969,1963
596,Ludwig Mies van der Rohe,1886,1969,1963
597,Ludwig Mies van der Rohe,1886,1969,1963
598,Ludwig Mies van der Rohe,1886,1969,1963
599,Ludwig Mies van der Rohe,1886,1969,1963
600,Ludwig Mies van der Rohe,1886,1969,1963
601,Ludwig Mies van der Rohe,1886,1969,1963
602,Ludwig Mies van der Rohe,1886,1969,1963
603,Ludwig Mies van der Rohe,1886,1969,1963
604,Ludwig Mies van der Rohe,1886,1969,1963
605,Ludwig Mies van der Rohe,1886,1969,1963
606,Ludwig Mies van der Rohe,1886,1969,1963
607,Ludwig Mies van der Rohe,1886,1969,1963
608,Ludwig Mies van der Rohe,1886,1969,1963
609,Ludwig Mies van der Rohe,1886,1969,1963
610,Ludwig Mies van der Rohe,1886,1969,1963
611,Ludwig Mies van der Rohe,1886,1969,1963
612,Ludwig Mies van der Rohe,1886,1969,1963
613,Ludwig Mies van der Rohe,1886,1969,1963
614,Ludwig Mies van der Rohe,1886,1969,1963
615,Ludwig Mies van der Rohe,1886,1969,1963
616,Ludwig Mies van der Rohe,1886,1969,1963
617,Ludwig Mies van der Rohe,1886,1969,1963
618,Ludwig Mies van der Rohe,1886,1969,1968
619,Ludwig Mies van der Rohe,1886,1969,1965
620,Ludwig Mies van der Rohe,1886,1969,1966
621,Ludwig Mies van der Rohe,1886,1969,1966
622,Ludwig Mies van der Rohe,1886,1969,1966
623,Ludwig Mies van der Rohe,1886,1969,1966
624,Ludwig Mies van der Rohe,1886,1969,1966
625,Ludwig Mies van der Rohe,1886,1969,1966
626,Ludwig Mies van der Rohe,1886,1969,1966
627,Ludwig Mies van der Rohe,1886,1969,1966
628,Ludwig Mies van der Rohe,1886,1969,1966
629,Ludwig Mies van der Rohe,1886,1969,1966
630,Ludwig Mies van der Rohe,1886,1969,1966
634,Raimund Abraham,1933,2010,2000
650,John Hejduk,1929,2000,2000
651,John Hejduk,1929,2000,2000
652,John Hejduk,1929,2000,2000
671,Walter Pichler,1936,2012,2000
672,Walter Pichler,1936,2012,2000
673,Walter Pichler,1936,2012,2000
674,Cedric Price,1934,2003,2000
675,Cedric Price,1934,2003,2000
676,Cedric Price,1934,2003,2000
677,Cedric Price,1934,2003,2000
678,Cedric Price,1934,2003,2000
679,Cedric Price,1934,2003,2000
680,Cedric Price,1934,2003,2000
681,Cedric Price,1934,2003,2000
682,Cedric Price,1934,2003,2000
683,Cedric Price,1934,2003,2000
684,Cedric Price,1934,2003,2000
685,Cedric Price,1934,2003,2000
688,Lauretta Vinciarelli,1943,2012,1974
689,Cedric Price,1934,2003,2000
690,Raimund Abraham,1933,2010,1968
691,Raimund Abraham,1933,2010,1968
692,Raimund Abraham,1933,2010,1968
693,Raimund Abraham,1933,2010,1968
695,Raimund Abraham,1933,2010,1968
700,Raimund Abraham,1933,2010,1968
702,Raimund Abraham,1933,2010,1968
705,Ettore Sottsass,1917,2007,2000
706,Ettore Sottsass,1917,2007,2000
707,Ettore Sottsass,1917,2007,2000
708,Ettore Sottsass,1917,2007,2000
709,Ettore Sottsass,1917,2007,2000
710,Ettore Sottsass,1917,2007,2000
711,Ettore Sottsass,1917,2007,2000
712,Ettore Sottsass,1917,2007,2000
713,Ettore Sottsass,1917,2007,2000
714,Ettore Sottsass,1917,2007,2000
715,Ettore Sottsass,1917,2007,2000
716,Ettore Sottsass,1917,2007,2000
717,Ettore Sottsass,1917,2007,2000
720,Lauretta Vinciarelli,1943,2012,2000
721,Lauretta Vinciarelli,1943,2012,2000
722,Lauretta Vinciarelli,1943,2012,2000
723,Lauretta Vinciarelli,1943,2012,2000
724,Lauretta Vinciarelli,1943,2012,2000
725,Lauretta Vinciarelli,1943,2012,2000
726,Lauretta Vinciarelli,1943,2012,2000
727,Lauretta Vinciarelli,1943,2012,2000
732,Paul Rudolph,1918,1997,1989
746,Roberto Burle Marx,1909,1994,1991
760,Charles Gwathmey,1938,2009,1993
767,Philip Johnson,1906,2005,1985
768,Hans Hollein,1934,2014,1996
778,Edward Larrabee Barnes,1915,2004,1992
792,Cedric Price,1934,2003,2000
806,David Walter Beck,1915,2001,2001
807,Massimo Vignelli,1931,2014,2001
809,Ettore Sottsass,1917,2007,2001
830,Jens H. Quistgaard,1919,2008,2001
853,Moik Schiele,1938,1993,1977
856,Jacob Jensen,1926,2015,1980
863,Alexander Girard,1907,1993,1975
864,Isamu Noguchi,1904,1988,1980
868,Carl Walters,1883,1955,1939
877,Achille Castiglioni,1918,2002,1997
880,Achille Castiglioni,1918,2002,1997
883,Alvar Aalto,1898,1976,1949
886,Ludwig Mies van der Rohe,1886,1969,1949
889,Ludwig Mies van der Rohe,1886,1969,1949
892,Ludwig Mies van der Rohe,1886,1969,1949
893,Kristian Vedel,1923,2003,1995
895,Ludwig Mies van der Rohe,1886,1969,1949
906,Vico Magistretti,1920,2006,1997
910,Josef Frank,1885,1967,1949
912,Josef Frank,1885,1967,1949
917,Josef Frank,1885,1967,1949
920,Bruno Mathsson,1907,1988,1949
929,Paolo Venini,1895,1959,1949
966,Jacob Jensen,1926,2015,1972
970,Fausto Melotti,1901,1986,1948
971,Jacob Jensen,1926,2015,1972
974,Jacob Jensen,1926,2015,1972
976,Jacob Jensen,1926,2015,1972
978,Peter Schlumbohm,1896,1962,1943
979,Jacob Jensen,1926,2015,1972
981,Jacob Jensen,1926,2015,1972
983,Jacob Jensen,1926,2015,1972
985,Alvar Aalto,1898,1976,1946
986,Hagbard Elis Bergh,1881,1954,1948
987,Man Ray (Emmanuel Radnitzky),1890,1976,1972
989,Hagbard Elis Bergh,1881,1954,1948
995,Alvar Aalto,1898,1976,1946
996,Alvar Aalto,1898,1976,1946
997,Alvar Aalto,1898,1976,1946
998,Alvar Aalto,1898,1976,1946
1003,Marcel Breuer,1902,1981,1946
1009,Massimo Vignelli,1931,2014,1972
1013,Marcel Breuer,1902,1981,1948
1014,Marco Zanuso,1916,2001,1972
1015,Marcel Breuer,1902,1981,1948
1017,Russel Wright,1904,1976,1943
1018,Charles Eames,1907,1978,1946
1020,Russel Wright,1904,1976,1943
1021,Charles Eames,1907,1978,1946
1023,Charles Eames,1907,1978,1946
1038,Timo Sarpaneva,1926,2006,1990
1041,Wilhelm Wagenfeld,1900,1990,1990
1042,Hans Wegner,1914,2007,2000
1043,Lurelle Guild,1898,1986,1946
1049,Gunta Stölzl,1897,1983,1958
1050,Gunta Stölzl,1897,1983,1958
1051,Gunta Stölzl,1897,1983,1958
1052,Gunta Stölzl,1897,1983,1958
1053,Gunta Stölzl,1897,1983,1958
1054,Gunta Stölzl,1897,1983,1958
1055,Gunta Stölzl,1897,1983,1958
1056,Gunta Stölzl,1897,1983,1958
1057,Gunta Stölzl,1897,1983,1958
1058,Gunta Stölzl,1897,1983,1958
1059,Gunta Stölzl,1897,1983,1958
1060,Gunta Stölzl,1897,1983,1958
1061,Gunta Stölzl,1897,1983,1958
1062,Gunta Stölzl,1897,1983,1958
1063,Gunta Stölzl,1897,1983,1958
1064,Gunta Stölzl,1897,1983,1958
1065,Gunta Stölzl,1897,1983,1958
1066,Gunta Stölzl,1897,1983,1958
1067,Gunta Stölzl,1897,1983,1958
1068,Gunta Stölzl,1897,1983,1958
1069,Gunta Stölzl,1897,1983,1958
1070,Gunta Stölzl,1897,1983,1958
1071,Gunta Stölzl,1897,1983,1958
1073,Frank Graham Holmes,1878,1954,1946
1074,Flavio Poli,1900,1984,1958
1080,Carlo Scarpa,1906,1978,1946
1081,Frances Felten,1905,1976,1948
1083,Frances Felten,1905,1976,1948
1087,Karl Hagenauer,1898,1956,1948
1088,Alvar Aalto,1898,1976,1943
1089,Alvar Aalto,1898,1976,1943
1090,Ludwig Mies van der Rohe,1886,1969,1943
1091,Jon Hedu,1914,1995,1948
1096,Carl Auböck,1924,1993,1968
1100,Carl Auböck,1924,1993,1968
1101,Shiro Kuramata,1934,1991,1989
1103,Josef Hoffmann,1870,1956,1948
1104,Marcel Breuer,1902,1981,1976
1107,Josef Hoffmann,1870,1956,1948
1108,Isamu Noguchi,1904,1988,1958
1112,Josef Hoffmann,1870,1956,1948
1113,Göran Hongell,1902,1973,1948
1115,Ed Rossbach,1914,2002,1986
1117,Jacob Jensen,1926,2015,1976
1118,Ed Rossbach,1914,2002,1986
1121,Jacob Jensen,1926,2015,1976
1122,Ed Rossbach,1914,2002,1986
1125,Vico Magistretti,1920,2006,1976
1126,Ed Rossbach,1914,2002,1986
1127,James Prestini,1908,1993,1957
1128,Ed Rossbach,1914,2002,1986
1129,James Prestini,1908,1993,1957
1132,James Prestini,1908,1993,1957
1135,James Prestini,1908,1993,1957
1136,Richard Sapper,1932,2015,1976
1139,James Prestini,1908,1993,1957
1142,Frederick Kiesler,1890,1965,1948
1143,James Prestini,1908,1993,1957
1145,Frederick Kiesler,1890,1965,1948
1146,James Prestini,1908,1993,1957
1149,Frederick Kiesler,1890,1965,1948
1150,James Prestini,1908,1993,1957
1154,Frederick Kiesler,1890,1965,1948
1155,James Prestini,1908,1993,1957
1159,Frederick Kiesler,1890,1965,1948
1160,James Prestini,1908,1993,1957
1162,Vico Magistretti,1920,2006,1992
1164,James Prestini,1908,1993,1957
1166,James Prestini,1908,1993,1957
1169,Edward Wormley,1907,1995,1952
1170,James Prestini,1908,1993,1957
1173,Josef Albers,1888,1976,1957
1175,Arthur Young,1905,1995,1984
1177,Ernest Race,1913,1964,1952
1178,Paolo Venini,1895,1959,1957
1180,T. H. Robsjohn-Gibbings,1905,1976,1952
1181,Kaj Franck,1911,1989,1957
1183,Ernst Lichtblau,1883,1963,1952
1184,Erik Herløw,1913,1991,1957
1185,Andries Dirk Copier,1901,1991,1948
1186,Tapio Wirkkala,1915,1985,1957
1190,Lenore Tawney,1907,2007,1963
1197,Sori Yanagi,1915,2011,1958
1198,Charles Eames,1907,1978,1973
1200,James Prestini,1908,1993,1945
1203,Charles Eames,1907,1978,1973
1204,James Prestini,1908,1993,1945
1207,Charles Eames,1907,1978,1973
1212,Charles Eames,1907,1978,1973
1213,Gerrit Rietveld,1888,1964,1958
1214,Charles Eames,1907,1978,1973
1216,Marianne Strengell,1909,1998,1948
1217,Gerrit Rietveld,1888,1964,1958
1219,Marcel Breuer,1902,1981,1958
1222,Ludwig Mies van der Rohe,1886,1969,1958
1229,Josef Albers,1888,1976,1958
1230,Jacob Jensen,1926,2015,1977
1236,Rex (Reginald C.) Silver,1879,1965,1958
1241,David Lewis,1939,2011,1993
1245,David Lewis,1939,2011,1993
1248,David Lewis,1939,2011,1991
1250,Earl S. Tupper,1907,1983,1948
1254,Earl S. Tupper,1907,1983,1948
1256,Antti Nurmesniemi,1927,2003,1991
1259,Earl S. Tupper,1907,1983,1948
1262,Earl S. Tupper,1907,1983,1948
1268,Dean Pollock,1897,1971,1947
1270,Andries Dirk Copier,1901,1991,1947
1272,Andries Dirk Copier,1901,1991,1947
1273,Andries Dirk Copier,1901,1991,1947
1274,W. Archibald Welden,1900,1970,1948
1276,Andries Dirk Copier,1901,1991,1947
1277,Svend Weihrauch,1899,1962,1948
1279,Andries Dirk Copier,1901,1991,1947
1281,Andries Dirk Copier,1901,1991,1947
1282,Marguerite Wildenhain,1896,1985,1948
1284,Marguerite Wildenhain,1896,1985,1948
1287,Frank Lloyd Wright,1867,1959,1948
1306,Russel Wright,1904,1976,1948
1307,Russel Wright,1904,1976,1948
1308,Russel Wright,1904,1976,1948
1309,Marianne Brandt,1893,1983,1958
1310,Marianne Brandt,1893,1983,1958
1311,Marianne Brandt,1893,1983,1958
1312,Marianne Brandt,1893,1983,1958
1313,Marianne Brandt,1893,1983,1958
1314,Marianne Brandt,1893,1983,1958
1315,Marianne Brandt,1893,1983,1958
1317,Josef Albers,1888,1976,1958
1320,Eva Zeisel,1906,2011,1948
1326,Charles Eames,1907,1978,1973
1330,Earl S. Tupper,1907,1983,1947
1331,Jacob Jensen,1926,2015,1973
1339,Peter Müller-Munk,1904,1967,1948
1342,Bruno Mathsson,1907,1988,1955
1346,Edward Wormley,1907,1995,1955
1347,Poul Kjærholm,1929,1980,1968
1350,Trude Petri-Raben,1906,1998,1952
1352,Arne Jacobsen,1902,1971,1955
1353,Arne Jacobsen,1902,1971,1955
1355,Hans Wegner,1914,2007,1995
1356,Hans Wegner,1914,2007,1955
1358,Eva Zeisel,1906,2011,1995
1359,Ronald Hayes Pearson,1924,1996,1955
1361,Eva Zeisel,1906,2011,1995
1362,Eva Zeisel,1906,2011,1995
1364,Wilhelm Wagenfeld,1900,1990,1955
1366,Dean Pollock,1897,1971,1948
1367,Kaj Franck,1911,1989,1955
1368,Kaj Franck,1911,1989,1955
1369,Kaj Franck,1911,1989,1955
1370,Kaj Franck,1911,1989,1955
1371,Kaj Franck,1911,1989,1955
1372,Paul Mayen,1918,2000,1958
1374,Dean Pollock,1897,1971,1948
1376,Alvar Aalto,1898,1976,1958
1379,Alvar Aalto,1898,1976,1958
1381,Thomas Lamb,1898,1988,1955
1382,Alvar Aalto,1898,1976,1958
1384,Irving Harper,1916,2015,1955
1385,Charles Eames,1907,1978,1958
1387,Eero Saarinen,1910,1961,1958
1390,Russel Wright,1904,1976,1958
1397,Richard Sapper,1932,2015,1973
1402,Richard Sapper,1932,2015,1973
1405,Allan Adler,1916,2002,1950
1409,Anni Albers,1899,1994,1950
1417,Frank Lloyd Wright,1867,1959,1947
1418,Marcello Nizzoli,1887,1969,1958
1421,Frank Lloyd Wright,1867,1959,1947
1423,Peter Schlumbohm,1896,1962,1958
1427,Marcel Breuer,1902,1981,1950
1440,Andries Dirk Copier,1901,1991,1950
1445,Max Bill,1908,1994,1958
1451,Sven Wingquist,1876,1953,1934
1452,Alex J. Ettl,1898,1992,1950
1455,Alex J. Ettl,1898,1992,1950
1460,Finn Juhl,1912,1989,1950
1464,Finn Juhl,1912,1989,1950
1465,Lucie Rie,1902,1995,1954
1466,Charles O. Perry,1929,2011,1968
1469,Finn Juhl,1912,1989,1953
1470,Lucie Rie,1902,1995,1954
1471,Josef Albers,1888,1976,1957
1473,Isamu Noguchi,1904,1988,1978
1475,Charles Eames,1907,1978,1953
1476,Lucie Rie,1902,1995,1954
1480,Ed Rossbach,1914,2002,1968
1481,Isamu Noguchi,1904,1988,1978
1485,Charles Eames,1907,1978,1953
1486,Earl S. Tupper,1907,1983,1957
1487,Friedl Holzer-Kjellberg,1905,1993,1958
1488,Isamu Noguchi,1904,1988,1978
1490,George Nelson,1908,1986,1953
1491,Earl S. Tupper,1907,1983,1957
1492,Isamu Noguchi,1904,1988,1978
1494,Harry Gitlin,1914,1986,1953
1496,Earl S. Tupper,1907,1983,1957
1497,Stig Lindberg,1916,1982,1958
1498,Isamu Noguchi,1904,1988,1978
1501,Josef Hoffmann,1870,1956,1950
1502,Leni Matthaei,1873,1981,1954
1503,Thelma Becherer,1916,2008,1957
1504,Wilhelm Wagenfeld,1900,1990,1958
1509,Walter Dorwin Teague,1883,1960,1934
1510,Wilhelm Wagenfeld,1900,1990,1953
1511,Wilhelm Wagenfeld,1900,1990,1958
1514,Wilhelm Wagenfeld,1900,1990,1953
1520,Man Ray (Emmanuel Radnitzky),1890,1976,1950
1521,Stephan Rath,1876,1960,1954
1523,Marcel Breuer,1902,1981,1981
1526,Stephan Rath,1876,1960,1954
1527,Nanny Still,1926,2009,1958
1528,Marcel Breuer,1902,1981,1981
1530,Frank Graham Holmes,1878,1954,1934
1531,Marcello Nizzoli,1887,1969,1950
1532,Stephan Rath,1876,1960,1954
1533,Kaj Franck,1911,1989,1958
1536,Bruno Mathsson,1907,1988,1944
1537,Isamu Noguchi,1904,1988,1950
1538,Edward Durell Stone,1902,1978,1953
1539,Kaj Franck,1911,1989,1958
1541,Michael Lax,1929,1999,1981
1546,Stephan Rath,1876,1960,1954
1552,Marcel Breuer,1902,1981,1934
1553,Vera Lisková,1924,1979,1953
1554,Richard Süssmuth,1900,1974,1958
1559,Vera Lisková,1924,1979,1953
1562,Vera Lisková,1924,1979,1953
1563,Massimo Vignelli,1931,2014,1958
1564,Claire Wagner Kosterlitz,1903,1997,1965
1569,Göran Hongell,1902,1973,1958
1570,Claire Wagner Kosterlitz,1903,1997,1965
1573,Lurelle Guild,1898,1986,1944
1574,Timo Sarpaneva,1926,2006,1958
1579,Magnus Stephensen,1903,1984,1958
1585,Magnus Stephensen,1903,1984,1958
1589,Ward Bennett,1917,2003,1986
1590,Ward Bennett,1917,2003,1986
1591,Ward Bennett,1917,2003,1986
1592,Ward Bennett,1917,2003,1986
1593,Ward Bennett,1917,2003,1986
1594,Ward Bennett,1917,2003,1986
1597,Magnus Stephensen,1903,1984,1958
1604,Magnus Stephensen,1903,1984,1958
1609,Fulvio Bianconi,1915,1996,1953
1610,Ibi Trier Mørch,1910,1980,1958
1614,Carl-Harry Stålhane,1920,1990,1953
1615,Thomas Lamb,1898,1988,1958
1616,Bruno Munari,1907,1998,1965
1620,Marcello Nizzoli,1887,1969,1953
1621,Don Wallance,1909,1990,1958
1622,Bruno Munari,1907,1998,1965
1627,Tapio Wirkkala,1915,1985,1953
1629,Bruno Munari,1907,1998,1965
1633,Tapio Wirkkala,1915,1985,1953
1636,Kaj Franck,1911,1989,1986
1639,Tapio Wirkkala,1915,1985,1958
1640,Bruno Munari,1907,1998,1965
1650,Russel Wright,1904,1976,1944
1651,Tapio Wirkkala,1915,1985,1958
1656,Massimo Vignelli,1931,2014,1965
1658,Fausto Melotti,1901,1986,1958
1659,Fausto Melotti,1901,1986,1958
