,Artist,Birth,Death,Acquisition
75624,Jesse Reichek,1916,2005,1974
75625,Jesse Reichek,1916,2005,1974
75626,Jesse Reichek,1916,2005,1974
75627,Jesse Reichek,1916,2005,1974
75628,Jesse Reichek,1916,2005,1974
75629,Jesse Reichek,1916,2005,1974
75630,Jesse Reichek,1916,2005,1974
75631,Jesse Reichek,1916,2005,1974
75632,Jesse Reichek,1916,2005,1974
75633,Jesse Reichek,1916,2005,1974
75634,Jesse Reichek,1916,2005,1974
75635,Jesse Reichek,1916,2005,1974
75636,Jan Stussy,1921,1990,1974
75637,Jan Stussy,1921,1990,1974
75638,Jan Stussy,1921,1990,1974
75639,Jan Stussy,1921,1990,1974
75640,Jan Stussy,1921,1990,1974
75641,Jan Stussy,1921,1990,1974
75642,Jan Stussy,1921,1990,1974
75643,Jan Stussy,1921,1990,1974
75644,Jan Stussy,1921,1990,1974
75645,Jan Stussy,1921,1990,1974
75646,Jan Stussy,1921,1990,1974
75647,Jan Stussy,1921,1990,1974
75648,Jan Stussy,1921,1990,1974
75649,Jan Stussy,1921,1990,1974
75650,Jan Stussy,1921,1990,1974
75651,Jan Stussy,1921,1990,1974
75652,Jan Stussy,1921,1990,1974
75653,Jan Stussy,1921,1990,1974
75654,Jan Stussy,1921,1990,1974
75655,Jan Stussy,1921,1990,1974
75656,Jan Stussy,1921,1990,1974
75657,Jan Stussy,1921,1990,1974
75658,Jan Stussy,1921,1990,1974
75659,Jan Stussy,1921,1990,1974
75660,Jan Stussy,1921,1990,1974
75661,Jan Stussy,1921,1990,1974
75662,Jan Stussy,1921,1990,1974
75663,Jan Stussy,1921,1990,1974
75664,Hugh Townley,1923,2008,1974
75665,Hugh Townley,1923,2008,1974
75666,Hugh Townley,1923,2008,1974
75667,Hugh Townley,1923,2008,1974
75668,Hugh Townley,1923,2008,1974
75669,Hugh Townley,1923,2008,1974
75670,Hugh Townley,1923,2008,1974
75671,Hugh Townley,1923,2008,1974
75672,Hugh Townley,1923,2008,1974
75673,Hugh Townley,1923,2008,1974
75674,Hugh Townley,1923,2008,1974
75675,Hugh Townley,1923,2008,1974
75676,Hugh Townley,1923,2008,1974
75677,Jesse Reichek,1916,2005,1974
75678,Jesse Reichek,1916,2005,1974
75679,Jesse Reichek,1916,2005,1974
75680,Jesse Reichek,1916,2005,1974
75681,Jesse Reichek,1916,2005,1974
75682,Jesse Reichek,1916,2005,1974
75683,Jesse Reichek,1916,2005,1974
75684,Jesse Reichek,1916,2005,1974
75685,Jesse Reichek,1916,2005,1974
75686,Jesse Reichek,1916,2005,1974
75687,Jesse Reichek,1916,2005,1974
75688,Jesse Reichek,1916,2005,1974
75689,Jesse Reichek,1916,2005,1974
75690,Jesse Reichek,1916,2005,1974
75691,Jesse Reichek,1916,2005,1974
75692,Jesse Reichek,1916,2005,1974
75693,Jesse Reichek,1916,2005,1974
75694,Jesse Reichek,1916,2005,1974
75695,Jesse Reichek,1916,2005,1974
75696,Jesse Reichek,1916,2005,1974
75697,Jesse Reichek,1916,2005,1974
75698,Jesse Reichek,1916,2005,1974
75699,Jesse Reichek,1916,2005,1974
75700,Jesse Reichek,1916,2005,1974
75701,Marc Chagall,1887,1985,1958
75702,Marc Chagall,1887,1985,1958
75703,Marc Chagall,1887,1985,1958
75704,Marc Chagall,1887,1985,1958
75705,Marc Chagall,1887,1985,1958
75706,Marc Chagall,1887,1985,1958
75707,Max Ernst,1891,1976,1958
75708,Max Ernst,1891,1976,1958
75709,Max Ernst,1891,1976,1958
75710,Max Ernst,1891,1976,1958
75711,Max Ernst,1891,1976,1958
75712,Max Ernst,1891,1976,1958
75713,Max Ernst,1891,1976,1958
75714,Max Ernst,1891,1976,1958
75715,Max Ernst,1891,1976,1958
75716,Max Ernst,1891,1976,1958
75717,Max Ernst,1891,1976,1958
75718,Max Ernst,1891,1976,1958
75719,Max Ernst,1891,1976,1958
75720,Max Ernst,1891,1976,1958
75721,Max Ernst,1891,1976,1958
75722,Max Ernst,1891,1976,1958
75723,Max Ernst,1891,1976,1958
75724,Max Ernst,1891,1976,1958
75725,Max Ernst,1891,1976,1958
75726,Max Ernst,1891,1976,1958
75727,Max Ernst,1891,1976,1958
75728,Max Ernst,1891,1976,1958
75729,Max Ernst,1891,1976,1958
75730,Max Ernst,1891,1976,1958
75731,Max Ernst,1891,1976,1958
75732,Max Ernst,1891,1976,1958
75733,Max Ernst,1891,1976,1958
75734,Max Ernst,1891,1976,1958
75735,Max Ernst,1891,1976,1958
75736,Max Ernst,1891,1976,1958
75737,Max Ernst,1891,1976,1958
75738,Max Ernst,1891,1976,1958
75739,Max Ernst,1891,1976,1958
75740,Max Ernst,1891,1976,1958
75741,Shoichi Ida,1941,2006,1987
75742,Shoichi Ida,1941,2006,1987
75743,Shoichi Ida,1941,2006,1987
75744,Shoichi Ida,1941,2006,1987
75745,Shoichi Ida,1941,2006,1987
75746,Shoichi Ida,1941,2006,1987
75750,Sol LeWitt,1928,2007,2004
75755,Luke Swank,1890,1944,1941
75756,Gray Foy,1922,2012,2005
75775,Irving Penn,1917,2009,2005
75786,Kurt Schwitters,1887,1948,1939
75787,Kurt Schwitters,1887,1948,1939
75788,Kurt Schwitters,1887,1948,1939
75832,Hércules Barsotti,1914,2010,2005
75833,Hércules Barsotti,1914,2010,2005
75834,Hércules Barsotti,1914,2010,2005
75835,Hércules Barsotti,1914,2010,2005
75860,Jean Dubuffet,1901,1985,1965
75861,Jean Dubuffet,1901,1985,1965
75862,Jean Dubuffet,1901,1985,1965
75863,Jean Dubuffet,1901,1985,1965
75864,Jean Dubuffet,1901,1985,1965
75865,Jean Dubuffet,1901,1985,1965
75866,Jean Dubuffet,1901,1985,1965
75867,Jean Dubuffet,1901,1985,1965
75868,Jean Dubuffet,1901,1985,1965
75869,Jean Dubuffet,1901,1985,1965
75870,Jean Dubuffet,1901,1985,1965
75871,Jean Dubuffet,1901,1985,1965
75872,Jean Dubuffet,1901,1985,1965
75873,Jean Dubuffet,1901,1985,1965
75874,Jean Dubuffet,1901,1985,1965
75875,Jean Dubuffet,1901,1985,1965
75876,Jean Dubuffet,1901,1985,1965
75877,Jean Dubuffet,1901,1985,1965
75878,Jean Dubuffet,1901,1985,1965
75879,Jean Dubuffet,1901,1985,1965
75880,Jean Dubuffet,1901,1985,1965
75881,Jean Dubuffet,1901,1985,1965
75882,Jean Dubuffet,1901,1985,1965
75883,Jean Dubuffet,1901,1985,1965
75884,Jean Dubuffet,1901,1985,1965
75885,Jean Dubuffet,1901,1985,1965
75886,Jean Dubuffet,1901,1985,1965
75887,Jean Dubuffet,1901,1985,1965
75888,Jean Dubuffet,1901,1985,1965
75889,Jean Dubuffet,1901,1985,1965
75890,Jean Dubuffet,1901,1985,1965
75891,Jean Dubuffet,1901,1985,1965
75892,Jean Dubuffet,1901,1985,1965
75893,Jean Dubuffet,1901,1985,1965
75894,Jean Dubuffet,1901,1985,1965
75895,Jean Dubuffet,1901,1985,1965
75912,Jean Dubuffet,1901,1985,1965
75913,Jean Dubuffet,1901,1985,1965
75914,Jean Dubuffet,1901,1985,1965
75915,Jean Dubuffet,1901,1985,1965
75916,Jean Dubuffet,1901,1985,1965
75917,Jean Dubuffet,1901,1985,1965
75918,Jean Dubuffet,1901,1985,1965
75919,Jean Dubuffet,1901,1985,1965
75920,Jean Dubuffet,1901,1985,1965
75921,Jean Dubuffet,1901,1985,1965
75922,Irving Penn,1917,2009,2005
75923,Irving Penn,1917,2009,2005
75924,Irving Penn,1917,2009,2005
75925,Irving Penn,1917,2009,2005
75926,Irving Penn,1917,2009,2005
75927,Jean Dubuffet,1901,1985,1965
75928,Jean Dubuffet,1901,1985,1965
75929,Jean Dubuffet,1901,1985,1965
75930,Jean Dubuffet,1901,1985,1965
75931,Jean Dubuffet,1901,1985,1965
75932,Jean Dubuffet,1901,1985,1965
75933,Jean Dubuffet,1901,1985,1965
75934,Jean Dubuffet,1901,1985,1965
75935,Jean Dubuffet,1901,1985,1965
75936,Jean Dubuffet,1901,1985,1965
75937,Jean Dubuffet,1901,1985,1965
75938,Jean Dubuffet,1901,1985,1965
75939,Jean Dubuffet,1901,1985,1965
75940,Jean Dubuffet,1901,1985,1965
75941,Jean Dubuffet,1901,1985,1965
75942,Jean Dubuffet,1901,1985,1965
75943,Jean Dubuffet,1901,1985,1965
75944,Jean Dubuffet,1901,1985,1965
75945,Jean Dubuffet,1901,1985,1965
75946,Jean Dubuffet,1901,1985,1965
75947,Jean Dubuffet,1901,1985,1965
75948,Jean Dubuffet,1901,1985,1965
75949,Jean Dubuffet,1901,1985,1965
75950,Jean Dubuffet,1901,1985,1965
75951,Jean Dubuffet,1901,1985,1965
75952,Jean Dubuffet,1901,1985,1965
75953,Jean Dubuffet,1901,1985,1965
75954,Jean Dubuffet,1901,1985,1965
75955,Jean Dubuffet,1901,1985,1965
75956,Jean Dubuffet,1901,1985,1965
75957,Jean Dubuffet,1901,1985,1965
75958,Jean Dubuffet,1901,1985,1965
75959,Jean Dubuffet,1901,1985,1965
75960,Jean Dubuffet,1901,1985,1965
75961,Jean Dubuffet,1901,1985,1965
75962,Jean Dubuffet,1901,1985,1965
75963,Jean Dubuffet,1901,1985,1965
75964,Jean Dubuffet,1901,1985,1965
75965,Jean Dubuffet,1901,1985,1965
75966,Jean Dubuffet,1901,1985,1965
75967,Jean Dubuffet,1901,1985,1965
75968,Jean Dubuffet,1901,1985,1965
75969,Jean Dubuffet,1901,1985,1965
75970,Jean Dubuffet,1901,1985,1965
75971,Jean Dubuffet,1901,1985,1965
75972,Jean Dubuffet,1901,1985,1965
75973,Jean Dubuffet,1901,1985,1965
75974,Jean Dubuffet,1901,1985,1965
75975,Jean Dubuffet,1901,1985,1965
75976,Jean Dubuffet,1901,1985,1965
75977,Jean Dubuffet,1901,1985,1965
75978,Jean Dubuffet,1901,1985,1965
75979,Jean Dubuffet,1901,1985,1965
75980,Jean Dubuffet,1901,1985,1965
75981,Jean Dubuffet,1901,1985,1965
75982,Jean Dubuffet,1901,1985,1965
75983,Jean Dubuffet,1901,1985,1965
76031,William Vandivert,1912,1992,1943
76032,William Vandivert,1912,1992,1943
76033,William Vandivert,1912,1992,1943
76034,William Vandivert,1912,1992,1943
76035,William Vandivert,1912,1992,1943
76036,William Vandivert,1912,1992,1943
76037,William Vandivert,1912,1992,1943
76038,William Vandivert,1912,1992,1943
76039,William Vandivert,1912,1992,1943
76040,William Vandivert,1912,1992,1943
76041,William Vandivert,1912,1992,1943
76042,William Vandivert,1912,1992,1943
76043,William Vandivert,1912,1992,1943
76044,William Vandivert,1912,1992,1943
76045,William Vandivert,1912,1992,1943
76046,William Vandivert,1912,1992,1943
76047,William Vandivert,1912,1992,1943
76048,William Vandivert,1912,1992,1943
76049,William Vandivert,1912,1992,1943
76050,William Vandivert,1912,1992,1943
76051,William Vandivert,1912,1992,1943
76052,William Vandivert,1912,1992,1943
76053,William Vandivert,1912,1992,1943
76054,William Vandivert,1912,1992,1943
76055,William Vandivert,1912,1992,1943
76056,William Vandivert,1912,1992,1943
76057,William Vandivert,1912,1992,1943
76058,William Vandivert,1912,1992,1943
76059,William Vandivert,1912,1992,1943
76060,William Vandivert,1912,1992,1943
76061,William Vandivert,1912,1992,1943
76062,William Vandivert,1912,1992,1943
76063,William Vandivert,1912,1992,1943
76064,William Vandivert,1912,1992,1943
76065,William Vandivert,1912,1992,1943
76066,William Vandivert,1912,1992,1943
76067,William Vandivert,1912,1992,1943
76068,William Vandivert,1912,1992,1943
76069,William Vandivert,1912,1992,1943
76070,William Vandivert,1912,1992,1943
76071,William Vandivert,1912,1992,1943
76072,William Vandivert,1912,1992,1943
76073,William Vandivert,1912,1992,1943
76074,William Vandivert,1912,1992,1943
76075,William Vandivert,1912,1992,1943
76076,William Vandivert,1912,1992,1943
76077,William Vandivert,1912,1992,1943
76078,William Vandivert,1912,1992,1943
76079,William Vandivert,1912,1992,1943
76080,William Vandivert,1912,1992,1943
76081,William Vandivert,1912,1992,1943
76082,William Vandivert,1912,1992,1943
76083,William Vandivert,1912,1992,1943
76084,William Vandivert,1912,1992,1943
76085,William Vandivert,1912,1992,1943
76086,William Vandivert,1912,1992,1943
76087,William Vandivert,1912,1992,1943
76088,William Vandivert,1912,1992,1943
76089,William Vandivert,1912,1992,1943
76090,William Vandivert,1912,1992,1943
76091,William Vandivert,1912,1992,1943
76092,William Vandivert,1912,1992,1943
76093,William Vandivert,1912,1992,1943
76094,William Vandivert,1912,1992,1943
76095,William Vandivert,1912,1992,1943
76096,William Vandivert,1912,1992,1943
76097,William Vandivert,1912,1992,1943
76098,William Vandivert,1912,1992,1943
76099,William Vandivert,1912,1992,1943
76100,William Vandivert,1912,1992,1943
76109,Timo Sarpaneva,1926,2006,2005
76161,Robert Hodgins,1920,2010,2005
76162,Robert Hodgins,1920,2010,2005
76263,Richard Artschwager,1923,2013,2005
76264,Richard Artschwager,1923,2013,2005
76265,Richard Artschwager,1923,2013,2005
76266,Richard Artschwager,1923,2013,2005
76267,Richard Artschwager,1923,2013,2005
76330,Julie Becker,1972,2016,2005
76331,Julie Becker,1972,2016,2005
76343,Jake Berthot,1939,2014,2005
76344,Jake Berthot,1939,2014,2005
76345,Jake Berthot,1939,2014,2005
76435,Louise Bourgeois,1911,2010,2005
76436,Louise Bourgeois,1911,2010,2005
76437,Louise Bourgeois,1911,2010,2005
76473,Chris Burden,1946,2015,2005
76504,Anne Chu,1959,2016,2005
76521,Bruce Conner,1933,2008,2005
76522,Bruce Conner,1933,2008,2005
76523,Bruce Conner,1933,2008,2005
76524,Bruce Conner,1933,2008,2005
76525,Bruce Conner,1933,2008,2005
76526,Bruce Conner,1933,2008,2005
76527,Bruce Conner,1933,2008,2005
76528,Bruce Conner,1933,2008,2005
76576,Merce Cunningham,1919,2009,2005
76586,Hanne Darboven,1941,2009,2005
76587,Hanne Darboven,1941,2009,2005
76588,Hanne Darboven,1941,2009,2005
76595,Jaime Davidovich,1936,2016,2005
76723,Angus Fairhurst,1966,2008,2005
76724,Angus Fairhurst,1966,2008,2005
76725,Angus Fairhurst,1966,2008,2005
76726,Angus Fairhurst,1966,2008,2005
76727,Angus Fairhurst,1966,2008,2005
76764,Helen Frankenthaler,1928,2011,2005
76775,Lucian Freud,1922,2011,2005
76776,Lucian Freud,1922,2011,2005
76777,Lucian Freud,1922,2011,2005
76780,Sideo Fromboluti,1920,2014,2005
76781,Sideo Fromboluti,1920,2014,2005
76813,Bruno Gironcoli,1936,2010,2005
76884,Richard Hamilton,1922,2011,2005
76913,Al Held,1928,2005,2005
77009,Shelby Hughes,1981,2014,2005
77010,Shelby Hughes,1981,2014,2005
77011,Shelby Hughes,1981,2014,2005
77012,Shelby Hughes,1981,2014,2005
77013,Shelby Hughes,1981,2014,2005
77014,Shelby Hughes,1981,2014,2005
77017,Jörg Immendorff,1945,2007,2005
77018,Jörg Immendorff,1945,2007,2005
77019,Jörg Immendorff,1945,2007,2005
77020,Jörg Immendorff,1945,2007,2005
77021,Jörg Immendorff,1945,2007,2005
77022,Jörg Immendorff,1945,2007,2005
77023,Jörg Immendorff,1945,2007,2005
77024,Jörg Immendorff,1945,2007,2005
77025,Jörg Immendorff,1945,2007,2005
77026,Jörg Immendorff,1945,2007,2005
77027,Jörg Immendorff,1945,2007,2005
77028,Jörg Immendorff,1945,2007,2005
77029,Jörg Immendorff,1945,2007,2005
77030,Jörg Immendorff,1945,2007,2005
77101,Mike Kelley,1954,2012,2005
77102,Mike Kelley,1954,2012,2005
77103,Mike Kelley,1954,2012,2005
77104,Ellsworth Kelly,1923,2015,2005
77105,Ellsworth Kelly,1923,2015,2005
77106,Ellsworth Kelly,1923,2015,2005
77107,Ellsworth Kelly,1923,2015,2005
77108,Ellsworth Kelly,1923,2015,2005
77109,Ellsworth Kelly,1923,2015,2005
77126,Raoul De Keyser,1930,2012,2005
77179,R. B. Kitaj,1932,2007,2005
77280,Sol LeWitt,1928,2007,2005
77281,Sol LeWitt,1928,2007,2005
77282,Sol LeWitt,1928,2007,2005
77283,Sol LeWitt,1928,2007,2005
77284,Sol LeWitt,1928,2007,2005
77285,Sol LeWitt,1928,2007,2005
77286,Sol LeWitt,1928,2007,2005
77287,Sol LeWitt,1928,2007,2005
77370,Ján Mančuška,1972,2011,2005
77371,Ján Mančuška,1972,2011,2005
77372,Ján Mančuška,1972,2011,2005
77496,François Morellet,1926,2016,2005
77538,Elizabeth Murray,1940,2007,2005
77599,Jules Olitski,1922,2007,2005
77600,Jules Olitski,1922,2007,2005
77601,Jules Olitski,1922,2007,2005
77602,Jules Olitski,1922,2007,2005
77603,Jules Olitski,1922,2007,2005
77802,Walter Pichler,1936,2012,2005
77803,Walter Pichler,1936,2012,2005
77804,Walter Pichler,1936,2012,2005
77805,Walter Pichler,1936,2012,2005
77806,Walter Pichler,1936,2012,2005
77807,Walter Pichler,1936,2012,2005
77827,Sigmar Polke,1941,2010,2005
77828,Sigmar Polke,1941,2010,2005
77829,Sigmar Polke,1941,2010,2005
77830,Sigmar Polke,1941,2010,2005
77831,Sigmar Polke,1941,2010,2005
77832,Sigmar Polke,1941,2010,2005
77833,Sigmar Polke,1941,2010,2005
77834,Sigmar Polke,1941,2010,2005
77835,Sigmar Polke,1941,2010,2005
77836,Sigmar Polke,1941,2010,2005
77842,Ken Price,1935,2012,2005
77843,Ken Price,1935,2012,2005
77844,Ken Price,1935,2012,2005
77871,Robert Rauschenberg,1925,2008,2005
77878,Jason Rhoades,1965,2006,2005
78029,Jörg Schlick,1951,2005,2005
78030,Jörg Schlick,1951,2005,2005
78031,Jörg Schlick,1951,2005,2005
78394,Franz West,1947,2012,2005
78395,Franz West,1947,2012,2005
78396,Franz West,1947,2012,2005
78397,Franz West,1947,2012,2005
78398,Franz West,1947,2012,2005
78399,Franz West,1947,2012,2005
78400,Franz West,1947,2012,2005
78401,Franz West,1947,2012,2005
78402,Franz West,1947,2012,2005
78403,Franz West,1947,2012,2005
78404,Franz West,1947,2012,2005
78405,Franz West,1947,2012,2005
78406,Franz West,1947,2012,2005
78445,Steve Wolfe,1955,2016,2005
78446,Steve Wolfe,1955,2016,2005
78570,Joan Mitchell,1925,1992,1967
78649,Madoka Takagi,1956,2015,2005
78662,Madoka Takagi,1956,2015,2005
78663,Madoka Takagi,1956,2015,2005
78664,Madoka Takagi,1956,2015,2005
78665,Madoka Takagi,1956,2015,2005
78666,Madoka Takagi,1956,2015,2005
78667,Madoka Takagi,1956,2015,2005
78668,Madoka Takagi,1956,2015,2005
78669,Madoka Takagi,1956,2015,2005
78670,Madoka Takagi,1956,2015,2005
78671,Madoka Takagi,1956,2015,2005
78672,Madoka Takagi,1956,2015,2005
78673,Madoka Takagi,1956,2015,2005
78674,Madoka Takagi,1956,2015,2005
78675,Madoka Takagi,1956,2015,2005
78676,Madoka Takagi,1956,2015,2005
78677,Madoka Takagi,1956,2015,2005
78678,Madoka Takagi,1956,2015,2005
78679,Madoka Takagi,1956,2015,2005
78680,Madoka Takagi,1956,2015,2005
78681,Madoka Takagi,1956,2015,2005
78682,Madoka Takagi,1956,2015,2005
78683,Madoka Takagi,1956,2015,2005
78684,Madoka Takagi,1956,2015,2005
78685,Madoka Takagi,1956,2015,2005
78686,Madoka Takagi,1956,2015,2005
78687,Madoka Takagi,1956,2015,2005
78688,Madoka Takagi,1956,2015,2005
78689,Madoka Takagi,1956,2015,2005
78690,Madoka Takagi,1956,2015,2005
78691,Madoka Takagi,1956,2015,2005
78692,Madoka Takagi,1956,2015,2005
78693,Madoka Takagi,1956,2015,2005
78694,Madoka Takagi,1956,2015,2005
78695,Madoka Takagi,1956,2015,2005
78696,Madoka Takagi,1956,2015,2005
78697,Madoka Takagi,1956,2015,2005
78698,Madoka Takagi,1956,2015,2005
78699,Madoka Takagi,1956,2015,2005
78700,Madoka Takagi,1956,2015,2005
78701,Madoka Takagi,1956,2015,2005
78702,Madoka Takagi,1956,2015,2005
78703,Madoka Takagi,1956,2015,2005
78704,Madoka Takagi,1956,2015,2005
78720,Louise Bourgeois,1911,2010,2005
78738,Louise Bourgeois,1911,2010,2005
78739,Louise Bourgeois,1911,2010,2005
78740,Louise Bourgeois,1911,2010,2005
78741,Louise Bourgeois,1911,2010,2005
78742,Louise Bourgeois,1911,2010,2005
78743,Louise Bourgeois,1911,2010,2005
78744,Louise Bourgeois,1911,2010,2005
78745,Louise Bourgeois,1911,2010,2005
78746,Louise Bourgeois,1911,2010,2005
78747,Louise Bourgeois,1911,2010,2005
78748,Louise Bourgeois,1911,2010,2005
78749,Louise Bourgeois,1911,2010,2005
78750,Louise Bourgeois,1911,2010,2005
78751,Louise Bourgeois,1911,2010,2005
78752,Louise Bourgeois,1911,2010,2005
78762,Elizabeth Murray,1940,2007,2006
78767,Chris Marker,1921,2012,2005
78784,Robert Rauschenberg,1925,2008,2005
78791,Elizabeth Murray,1940,2007,2005
78792,Elizabeth Murray,1940,2007,2005
78793,Sol LeWitt,1928,2007,2005
78794,Sol LeWitt,1928,2007,2005
78795,Franz West,1947,2012,2005
78801,Elizabeth Murray,1940,2007,2005
78802,Elizabeth Murray,1940,2007,2005
78803,Elizabeth Murray,1940,2007,2005
78804,Elizabeth Murray,1940,2007,2005
78805,Elizabeth Murray,1940,2007,2005
78806,Elizabeth Murray,1940,2007,2005
78834,Elizabeth Murray,1940,2007,2005
78835,Elizabeth Murray,1940,2007,2005
78930,Elizabeth Murray,1940,2007,2005
78931,Elizabeth Murray,1940,2007,2005
78932,Elizabeth Murray,1940,2007,2005
78949,Franz West,1947,2012,2005
78963,Sol LeWitt,1928,2007,2002
78987,George Grosz,1893,1959,1949
78988,George Grosz,1893,1959,1949
78990,David Alfaro Siqueiros,1896,1974,1956
79012,Elizabeth Murray,1940,2007,2005
79013,Elizabeth Murray,1940,2007,2005
79014,Elizabeth Murray,1940,2007,2005
79015,Elizabeth Murray,1940,2007,2005
79018,Sol LeWitt,1928,2007,1981
79019,Sol LeWitt,1928,2007,1981
79020,Sol LeWitt,1928,2007,1981
79021,Sol LeWitt,1928,2007,1981
79022,Sol LeWitt,1928,2007,1981
79023,Sol LeWitt,1928,2007,1981
79024,Sol LeWitt,1928,2007,1981
79025,Sol LeWitt,1928,2007,1981
79027,Charles Gwathmey,1938,2009,2005
79041,Maria Lassnig,1919,2014,2006
79042,Patrick Caulfield,1936,2005,2005
79044,Richard Hamilton,1922,2011,2006
79078,R. B. Kitaj,1932,2007,2005
79079,Louise Bourgeois,1911,2010,2005
79080,Louise Bourgeois,1911,2010,2005
79081,Louise Bourgeois,1911,2010,2005
79082,Louise Bourgeois,1911,2010,2005
79083,Louise Bourgeois,1911,2010,2005
79084,Louise Bourgeois,1911,2010,2005
79085,Louise Bourgeois,1911,2010,2005
79086,Jean Dubuffet,1901,1985,1965
79087,Jean Dubuffet,1901,1985,1965
79108,Sol LeWitt,1928,2007,2005
79109,Sol LeWitt,1928,2007,2005
79110,Sol LeWitt,1928,2007,2005
79111,Sol LeWitt,1928,2007,2005
79112,Sol LeWitt,1928,2007,2005
79113,Sol LeWitt,1928,2007,2005
79114,Sol LeWitt,1928,2007,2005
79115,Sol LeWitt,1928,2007,2005
79116,Sol LeWitt,1928,2007,2005
79117,Sol LeWitt,1928,2007,2005
79118,Sol LeWitt,1928,2007,2005
79119,Sol LeWitt,1928,2007,2005
79120,Sol LeWitt,1928,2007,2005
79121,Sol LeWitt,1928,2007,2005
79122,Sol LeWitt,1928,2007,2005
79123,Sol LeWitt,1928,2007,2005
79124,Sol LeWitt,1928,2007,2005
79125,Sol LeWitt,1928,2007,2005
79126,Sol LeWitt,1928,2007,2005
79127,Sol LeWitt,1928,2007,2005
79128,Sol LeWitt,1928,2007,2005
79129,Sol LeWitt,1928,2007,2005
79130,Sol LeWitt,1928,2007,2005
79131,Sol LeWitt,1928,2007,2005
79132,Sol LeWitt,1928,2007,2005
79133,Sol LeWitt,1928,2007,2005
79134,Sol LeWitt,1928,2007,2005
79135,Sol LeWitt,1928,2007,2005
79136,Sol LeWitt,1928,2007,2005
79137,Sol LeWitt,1928,2007,2005
79147,Richard Artschwager,1923,2013,2005
79148,Richard Artschwager,1923,2013,2005
79149,Richard Artschwager,1923,2013,2005
79151,Jake Berthot,1939,2014,2005
79152,Jake Berthot,1939,2014,2005
79153,Jake Berthot,1939,2014,2005
79154,Jake Berthot,1939,2014,2005
79155,Jake Berthot,1939,2014,2005
79156,Jake Berthot,1939,2014,2005
79157,Jake Berthot,1939,2014,2005
79158,Jake Berthot,1939,2014,2005
79159,Jake Berthot,1939,2014,2005
79160,Jake Berthot,1939,2014,2005
79161,Jake Berthot,1939,2014,2005
79162,Jake Berthot,1939,2014,2005
79163,Jake Berthot,1939,2014,2005
79164,Jake Berthot,1939,2014,2005
79243,Bob Kane,1937,2013,2005
79244,Bob Kane,1937,2013,2005
79252,Ken Price,1935,2012,2005
79253,Ken Price,1935,2012,2005
79254,Ken Price,1935,2012,2005
79255,Ken Price,1935,2012,2005
79256,Ken Price,1935,2012,2005
79257,Ken Price,1935,2012,2005
79258,Ken Price,1935,2012,2005
79259,Ken Price,1935,2012,2005
79269,Salvatore Scarpitta,1919,2007,2005
79322,Will Barnet,1911,2012,2005
79323,Louise Bourgeois,1911,2010,2005
79358,Elizabeth Murray,1940,2007,2006
79359,Elizabeth Murray,1940,2007,2006
79360,Elizabeth Murray,1940,2007,2006
79361,Elizabeth Murray,1940,2007,2006
79362,Elizabeth Murray,1940,2007,2006
79363,Elizabeth Murray,1940,2007,2006
79364,Elizabeth Murray,1940,2007,2006
79365,Elizabeth Murray,1940,2007,2006
79366,Elizabeth Murray,1940,2007,2006
79392,Patrick Caulfield,1936,2005,2005
79399,Jean (Hans) Arp,1886,1966,1939
79400,Jean (Hans) Arp,1886,1966,1939
79401,Max Ernst,1891,1976,1935
79402,Max Ernst,1891,1976,1935
79452,Ken Price,1935,2012,2005
79518,Franz West,1947,2012,2005
79519,Franz West,1947,2012,2005
79520,Franz West,1947,2012,2005
79521,Franz West,1947,2012,2005
79522,Franz West,1947,2012,2005
79523,Franz West,1947,2012,2005
79673,Franz West,1947,2012,2006
79685,Alberto Giacometti,1901,1966,1951
79686,Alberto Giacometti,1901,1966,1951
79687,Alberto Giacometti,1901,1966,1951
79688,Alberto Giacometti,1901,1966,1951
79689,Ludwig Mies van der Rohe,1886,1969,1968
79691,Ludwig Mies van der Rohe,1886,1969,1968
79702,Helen Levitt,1913,2009,2006
79703,Helen Levitt,1913,2009,2006
79705,Helen Levitt,1913,2009,2009
79706,Helen Levitt,1913,2009,2009
79710,Helen Levitt,1913,2009,2009
79789,León Ferrari,1920,2013,2006
79800,Frank Moore,1953,2002,2001
79808,Blinky Palermo,1943,1977,1974
79809,Blinky Palermo,1943,1977,1974
79810,Blinky Palermo,1943,1977,1974
79811,Blinky Palermo,1943,1977,1974
79812,François Morellet,1926,2016,1990
79813,François Morellet,1926,2016,1990
79814,François Morellet,1926,2016,1990
79815,François Morellet,1926,2016,1990
79816,François Morellet,1926,2016,1990
79817,François Morellet,1926,2016,1990
79818,François Morellet,1926,2016,1990
79819,François Morellet,1926,2016,1990
79834,Dorothea Tanning,1910,2012,1952
79835,Dorothea Tanning,1910,2012,1952
79836,Dorothea Tanning,1910,2012,1952
79837,Dorothea Tanning,1910,2012,1952
79838,Dorothea Tanning,1910,2012,1952
79839,Dorothea Tanning,1910,2012,1952
79840,Dorothea Tanning,1910,2012,1952
79846,Lyonel Feininger,1871,1956,1944
79847,Lyonel Feininger,1871,1956,1944
79848,Lyonel Feininger,1871,1956,1944
79849,Lyonel Feininger,1871,1956,1944
79850,Lyonel Feininger,1871,1956,1944
79851,Lyonel Feininger,1871,1956,1944
79852,Lyonel Feininger,1871,1956,1944
